Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL1922270,,None,434.55,1,5.99,2,C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCCC3CCOCC3)C[C@@H]21,IC50,'=',0.5,nM,9.3,,,UO_0000065,21.4,0.41,3.31,32.91,0,CHEMBL2032590,Displacement of [125I]-MCH from MCHR1 after 2 hrs by scintillation counting,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2029200,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,
CHEMBL2001338,,None,399.88,0,4.95,SID125001863,N#CC(Cc1ccccc1)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,'~',2060,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL3785102,,None,480.52,0,2.49,86,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCOCC5)c(OC)c4)C3)o2)cc1,IC50,'=',27,nM,7.57,,,UO_0000065,,,,,0,CHEMBL3791470,Antagonist activity at human MCHR1 expressed in CHO cell membranes preincubated for 5 mins followed by addition of MCH peptide measured after 45 mins by [35S]GTPgammaS binding assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3784951,1,Scientific Literature,J Med Chem,2016,CHEMBL3308072,,
CHEMBL3601376,,None,471.36,0,3.23,11f,Cc1cc(CN(C)C)ccc1C(=O)Cn1ncc(OCc2ccc(Br)cn2)cc1=O,IC50,'=',16,nM,7.8,,,UO_0000065,16.54,0.35,4.57,10.08,0,CHEMBL3602616,Displacement of [125I]-MCH from human MCH-R1 expressed in CHO/Galpha16 cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO/Galpha16,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3600349,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3601299,,None,456.34,0,3.53,10e,CN(C)Cc1ccc(C(=O)Cn2ccc(OCc3ccc(Br)cn3)cc2=O)cc1,IC50,'=',28,nM,7.55,,,UO_0000065,16.55,0.36,4.02,11.72,0,CHEMBL3602616,Displacement of [125I]-MCH from human MCH-R1 expressed in CHO/Galpha16 cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO/Galpha16,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3600349,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL196208,,None,408.45,0,3.44,16,COc1ccc2oc(O)c/c(=N\C3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,IC50,'=',11,nM,7.96,,,UO_0000065,,,,,0,CHEMBL871872,Inhibition of melanin concentrating hormone receptor 1 mediated [Ca2+] release in IMR-32 cells in Ca+2 release cell assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141081,1,Scientific Literature,J Med Chem,2005,CHEMBL3307656,,
CHEMBL189508,,None,384.43,0,3.18,24,COc1cccc(OC(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,IC50,'=',1610,nM,5.79,,,UO_0000065,15.07,0.28,2.61,8.36,0,CHEMBL830898,Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected),B,BAO_0000019,assay format,Mus musculus,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140256,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL183215,,None,429.44,1,5.18,Q (table 2),Cc1cc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(C(F)(F)F)cc3)cc12,IC50,'=',10,nM,8,,,UO_0000065,18.63,0.35,2.82,14.69,1,CHEMBL832852,Tested for MCH-1 induced [Ca2+] release from CHO cells transfected with human MCH-1R,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137142,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL360876,,None,524.39,2,5.43,18,CN(C)c1nc(NC2CCN(Cc3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,IC50,'=',320,nM,6.5,,,UO_0000065,12.39,0.27,1.06,12.14,0,CHEMBL832373,Inhibitory activity against human CA-MCH-R1 (Melanin-concentrating hormone receptor 1) by using [125I](Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL361288,,None,260.34,0,3.01,47,COC(C)(C)CCOc1cccc2ccc(N)nc12,IC50,'=',4670,nM,5.33,,,UO_0000065,,,,,0,CHEMBL835733,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL184102,,None,270.38,0,4.17,49,Nc1ccc2cccc(OCCC3CCCCC3)c2n1,IC50,'=',808,nM,6.09,,,UO_0000065,22.53,0.42,1.92,12.66,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL184446,,None,272.39,0,4.48,55,CNc1ccc2cccc(OC(C)CC(C)(C)C)c2n1,IC50,'=',310,nM,6.51,,,UO_0000065,23.89,0.44,2.03,19.06,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL182913,,None,488.59,1,5.35,13,CCN1CCCC1CNC(=O)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1OC,IC50,'=',3450,nM,5.46,,,UO_0000065,,,,,0,CHEMBL832647,Antagonistic activity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using IP3 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137103,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3308072,,
CHEMBL186547,,None,228.29,0,2.85,31,CC1CC1COc1cccc2ccc(N)nc12,IC50,'=',1640,nM,5.79,,,UO_0000065,25.34,0.46,2.94,12.02,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL3600390,,None,418.97,1,5.58,19,O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2cccc(Cl)c2)cc1,IC50,'=',29,nM,7.54,,,UO_0000065,17.99,0.34,1.96,23.31,0,CHEMBL3603114,Displacement of [125I]-MCH from human MCHR1 expressed in CHO/Galpha16 cell membranes by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO/Galpha16,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3600293,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3601011,,None,401.94,1,5.31,50,Clc1ccc(-c2ccc(C#Cc3ccc(NCCN4CCCC4)cc3)nc2)cc1,IC50,'=',5,nM,8.3,,,UO_0000065,20.65,0.39,2.99,29.48,0,CHEMBL3603114,Displacement of [125I]-MCH from human MCHR1 expressed in CHO/Galpha16 cell membranes by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO/Galpha16,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3600293,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL2337752,,None,471.6,1,5.34,5p,CCCc1ccc(-c2ccc3c(n2)C(=O)N(c2ccc(OCCN4CCCC4)c(OC)c2)C3)cc1,IC50,'=',210,nM,6.68,,,UO_0000065,14.16,0.26,1.34,12.16,0,CHEMBL2342870,Displacement of Eu-MCH from human MCHR1 expressed in CHO cell membranes by TRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331540,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3308072,,
CHEMBL186160,,None,412.49,0,2.76,30,COc1cc(CC(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)cc(OC)c1,IC50,'=',1040,nM,5.98,,,UO_0000065,14.5,0.27,3.22,8.64,0,CHEMBL830898,Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected),B,BAO_0000019,assay format,Mus musculus,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140256,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL188988,,None,398.46,0,2.75,38,COc1cc(C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)C2)cc(OC)c1C,IC50,'>',2000,nM,,,,UO_0000065,,,,,0,CHEMBL830898,Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected),B,BAO_0000019,assay format,Mus musculus,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140256,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL1999262,,None,438.29,1,5.55,SID125311285,N#CC(c1ccc(F)cc1Cl)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,1710,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL2003269,,None,365.44,0,4.41,SID125258641,Cc1cnn(Cc2cccc3ccccc23)c(=O)c1C(C#N)c1ccccc1,IC50,,6590,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1982554,,None,453.85,1,5.77,SID125258639,N#CC(c1ccc(C(F)(F)F)cc1)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,699,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1984714,,None,465.89,1,5.43,SID125311283,CCOc1ccc(C(C#N)c2c(Cl)cnn(Cc3cccc4ccccc34)c2=O)c(F)c1F,IC50,,601,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1985996,,None,379.46,0,4.66,SID125011845,CCc1c(C(C#N)c2ccccc2)cnn(Cc2cccc3ccccc23)c1=O,IC50,,4720,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL359510,,None,468.4,0,4.61,23,CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3cccc(Br)c3)CC2)nc2ccccc12,IC50,'=',5.9,nM,8.23,,,UO_0000065,17.57,0.37,3.62,11.73,0,CHEMBL832373,Inhibitory activity against human CA-MCH-R1 (Melanin-concentrating hormone receptor 1) by using [125I](Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL384113,,None,475.98,1,5.19,21,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)ccc3c2=O)ccc1OCCN1CCCC1,IC50,'=',6.31,nM,8.2,,,UO_0000065,,,,,0,CHEMBL908026,Antagonist activity against human MCHR1 expressed in CHO cells by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149352,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL385883,,None,461.98,1,5.25,57,Cn1c(N2CCCC2)nc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc21,IC50,'=',25.12,nM,7.6,,,UO_0000065,,,,,0,CHEMBL871566,Antagonist activity against MCH1R expressed in CHO cells assessed as inhibition of MCH-induced EC80 thrombin response by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146879,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL387438,,None,463.95,0,4.48,43,O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2[nH]c(N3CCOCC3)nc2c1,IC50,'=',15.85,nM,7.8,,,UO_0000065,,,,,0,CHEMBL871566,Antagonist activity against MCH1R expressed in CHO cells assessed as inhibition of MCH-induced EC80 thrombin response by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146879,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL386117,,None,476.55,1,5.4,36,Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2cccc(F)c2)cc1,IC50,'=',2,nM,8.7,,,UO_0000065,18.25,0.34,3.3,10.52,0,CHEMBL863645,Inhibition of [125I]MCH binding to human MCHR1 expressed in HEK293 cells by HT-SPA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146880,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307715,,
CHEMBL377479,,None,439.56,1,5.22,17e,CCc1ccc(-c2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)cc1,IC50,'=',44,nM,7.36,,,UO_0000065,,,,,0,CHEMBL865484,Activity at human MCH1R by GTPgammaS assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146192,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,
CHEMBL2337758,,None,463.97,1,5.05,5e,COc1cc(N2Cc3ccc(-c4ccccc4Cl)nc3C2=O)ccc1OCCN1CCCC1,IC50,'=',510,nM,6.29,,,UO_0000065,13.56,0.26,1.24,11.46,0,CHEMBL2342870,Displacement of Eu-MCH from human MCHR1 expressed in CHO cell membranes by TRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331540,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3308072,,
CHEMBL245642,,None,485.49,0,3.48,4h,CO/N=C/COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,IC50,'=',480,nM,6.32,,,UO_0000065,,,,,0,CHEMBL886904,Antagonist activity at MCHR1 assessed as inhibition of MCH-mediated calcium release in IMR32 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL214021,,None,424.43,0,3.06,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1,IC50,'=',29,nM,7.54,,,UO_0000065,,,,,0,CHEMBL886904,Antagonist activity at MCHR1 assessed as inhibition of MCH-mediated calcium release in IMR32 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL3686754,,None,446.55,0,3.58,BDBM142110,Cc1cc(CN2CCC(O)CC2)ccc1C(=O)Cn1ccc(OCc2ccccc2)cc1=O,IC50,'=',19,nM,7.72,,277865,UO_0000065,17.29,0.32,4.14,10.76,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3601296,,None,390.48,0,3.68,BDBM142134,Cc1cc(CN(C)C)ccc1C(=O)Cn1ccc(OCc2ccccc2)cc1=O,IC50,'=',17,nM,7.77,,277870,UO_0000065,19.9,0.37,4.09,15.07,1,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686822,,None,419.48,0,2.19,BDBM142188,Cc1cc(CN2CC(O)C2)ccc1C(=O)Cn1ncc(OCc2ccccc2)cc1=O,IC50,'=',10,nM,8,,277930,UO_0000065,19.07,0.35,5.81,9.45,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686829,,None,447.54,0,2.97,BDBM142195,Cc1cc(CN2CCC(C)(O)C2)ccc1C(=O)Cn1ncc(OCc2ccccc2)cc1=O,IC50,'=',10,nM,8,,277937,UO_0000065,17.88,0.33,5.03,9.45,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686836,,None,468.94,0,2.63,BDBM142203,Cc1cc(CN2CC[C@H](O)C2)ccc1C(=O)Cn1ncc(OCc2ccc(Cl)cn2)cc1=O,IC50,'=',30,nM,7.52,,277955,UO_0000065,16.04,0.31,4.89,7.71,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686845,,None,452.94,0,3.66,BDBM142214,Cc1cc(CN2CCCC2)ccc1C(=O)Cn1ncc(OCc2ccc(Cl)cn2)cc1=O,IC50,'=',19,nM,7.72,,277958,UO_0000065,17.05,0.33,4.06,9.99,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686848,,None,527.42,1,3.13,BDBM142219,Cc1cc(CN2CCC(C)(O)C2)ccc1C(=O)Cn1ncc(OCc2ccc(Br)cn2)cc1=O,IC50,'=',18,nM,7.75,,277965,UO_0000065,14.68,0.31,4.61,7.94,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686851,,None,471.36,0,3.28,BDBM142222,CCNCc1ccc(C(=O)Cn2ncc(OCc3ccc(Br)cn3)cc2=O)c(C)c1,IC50,'=',17,nM,7.77,,277968,UO_0000065,16.48,0.35,4.49,9.02,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3600971,,None,428.96,1,5.98,4,O=C(C#Cc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,IC50,'=',10,nM,8,,,UO_0000065,18.65,0.35,2.02,24.74,0,CHEMBL3602719,Displacement of [125I-MCH] from human MCH receptor 1 expressed in CHO cell membranes by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3600324,1,Scientific Literature,Bioorg Med Chem Lett,2015,CHEMBL3308072,,
CHEMBL1989982,,None,406.87,0,3.33,SID125311286,N#CC(C(=O)N1CCCC1)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,915,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1974904,,None,448.3,1,5,SID125311295,N#CC(c1ccc(F)cc1)c1c(Br)cnn(Cc2cccc3ccccc23)c1=O,IC50,,240,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL2032047,,None,478.56,1,5.45,7,C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCCC3(C(=O)O)CCOCC3)C[C@@H]21,IC50,'=',40,nM,7.4,,,UO_0000065,15.46,0.3,1.95,11.28,0,CHEMBL2032590,Displacement of [125I]-MCH from MCHR1 after 2 hrs by scintillation counting,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2029200,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,
CHEMBL3219265,,None,536.68,2,5.96,19h,CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4C4CCOCC4)cc3)CC2)c1,IC50,'=',47,nM,7.33,,,UO_0000065,,,,,0,CHEMBL3224837,Antagonist activity at MCHR1 (unknown origin) assessed as IP3 levels by cell-based functional assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3217700,1,Scientific Literature,Medchemcomm,2011,None,,
